request_id,token_index,gpu_step_ms_eager,stream_itl_ms_eager,effective_sequence_length_eager,gpu_step_ms_flash,stream_itl_ms_flash,effective_sequence_length_flash,gpu_tpot_speedup_eager_over_flash,stream_itl_speedup_eager_over_flash
req_0102,17,17.51046371459961,17.67925800049852,55,15.26159954071045,15.431335000357649,55,1.147354421657461,1.1456726200350633
req_0102,18,17.67430305480957,17.84055299958709,56,14.804991722106934,14.973594999901252,56,1.1938070203996236,1.191467580077112
req_0102,19,18.016191482543945,18.173649000345904,57,16.253952026367188,16.406064999500813,57,1.1084191372853844,1.1077396682811431
req_0102,20,17.92585563659668,18.21200999984285,58,14.659551620483398,14.819132000411628,58,1.2228106357324984,1.228952545893847
req_0102,21,17.611616134643555,17.781270000341465,59,14.827520370483398,14.973475999795482,59,1.1877654317509725,1.1875178482661162
req_0102,22,17.98627281188965,18.156919999455567,60,14.739456176757812,14.895203000378388,60,1.2202806261096417,1.2189776801963907
req_0102,23,17.942975997924805,18.1101670004864,61,14.743552207946776,14.88714299921412,61,1.217004948661798,1.216497148004988
req_0102,24,17.673215866088867,17.8342019999036,62,15.040512084960938,15.178600000581357,62,1.175040834132262,1.174956978853157
req_0102,25,18.0817928314209,18.2470009995086,63,14.593024253845217,14.745970999683776,63,1.2390709778102644,1.2374228187414653
req_0102,26,17.83807945251465,18.00131500021962,64,15.202239990234377,15.36285299971496,64,1.173384939586106,1.17174296991279
req_0102,27,17.47043228149414,17.63419899998553,65,15.514623641967772,15.685810000832134,65,1.1260622677456265,1.1242134769610261
req_0794,2,20.172351837158203,20.46099699964543,1998,16.522239685058594,16.741849999561964,1998,1.2209211475972281,1.2221467161741848
req_0794,3,17.890304565429688,18.056159000479965,1999,15.260671615600586,15.400475000205915,1999,1.1723143657151298,1.1724416941840132
req_0794,4,17.931135177612305,18.094958999427035,2000,15.014911651611328,15.170627999395949,2000,1.194221823855222,1.192762685905127
req_0794,5,18.151647567749023,18.307813000319584,2001,14.917632102966309,15.067007000652666,2001,1.21679147484403,1.2150928847067326
req_0794,6,18.149375915527344,18.30152299953625,2002,16.036863327026367,16.16207899951405,2002,1.1317285397663042,1.132374306553416
req_0794,7,17.69183921813965,17.84481400045479,2003,14.614527702331545,14.759681000214186,2003,1.2105652388148789,1.2090243684938606
req_0794,8,18.151424407958984,18.30457399955776,2004,14.807680130004885,14.963884000280814,2004,1.2258114875927562,1.2232501935469597
req_0794,9,18.400224685668945,18.576448000203527,2005,15.149888038635254,15.304141999877174,2005,1.2145452586015606,1.2138183245001657
req_0794,10,17.904224395751953,18.08551900012389,2006,14.997504234313965,15.14195900017512,2006,1.1938135916499677,1.19439756770671
req_0794,11,18.520063400268555,18.684921000385657,2007,14.842144012451172,14.992834999247862,2007,1.247802432366372,1.2462566953696892
req_0794,12,17.588224411010742,17.735821999849577,2008,14.47494411468506,14.625148000050103,2008,1.2150806436045034,1.2126935057196562
req_0794,13,17.68435287475586,17.84304400007386,2009,14.906559944152832,15.055356000630129,2009,1.186347013731537,1.1851625427739507
req_0794,14,17.90764808654785,18.073667999487952,2010,14.798399925231934,14.94091499989736,2010,1.210107050561224,1.209676114187927
req_0609,2,18.091136932373047,18.26317300037772,68,15.063648223876951,15.201049000097557,68,1.2009797801635669,1.20144162421031
req_0609,3,18.793920516967773,18.950316999507777,69,14.645248413085938,14.771200999348366,69,1.2832776875382246,1.282923236935424
req_0609,4,18.369632720947266,18.53044699964812,70,14.651391983032228,14.79392100009136,70,1.2537807153218705,1.2525717150668632
req_0609,5,18.04457664489746,18.21817200016085,71,15.71615982055664,15.840982000554504,71,1.148154310653883,1.1500658229094087
req_0609,6,17.930335998535156,18.11674900000071,72,14.465824127197266,14.59480799985613,72,1.2394963356995503,1.2413146510854611
req_0609,7,17.83500862121582,17.99007600038749,73,14.320639610290527,14.454103999923973,73,1.2454058691903633,1.244634465096011
req_0609,8,18.579551696777344,18.725862999417583,74,14.967488288879396,15.110807999917595,74,1.2413272914054425,1.2392363796508896
req_0609,9,17.555456161499023,17.717661000460794,75,14.957568168640137,15.121137999813072,75,1.1736838477731686,1.1717147876489071
req_0609,10,18.332672119140625,18.49169700017228,76,14.873536109924316,15.001505000327596,76,1.2325698464474908,1.2326561234868414
req_0609,11,17.503231048583984,17.667860000074143,77,14.56230354309082,14.740761000211933,77,1.2019548278739531,1.198571769789913
req_0609,12,17.371967315673828,17.536166999889247,78,14.541760444641112,14.704848999826936,78,1.1946261514764325,1.1925431536288222
req_0609,13,17.43721580505371,17.602578999685647,79,14.547295570373535,14.698508999572368,79,1.1986568720419537,1.1975758221597692
req_0609,14,17.69046401977539,17.854323999927146,80,14.349120140075684,14.49467500060564,80,1.2328605410702265,1.2317850520402236
req_0609,15,17.78767967224121,17.93311600067682,81,14.97599983215332,15.148188999773993,81,1.1877457179220343,1.1838455409385489
req_0609,16,17.574752807617188,17.720960999213275,82,14.755616188049316,14.911803000359214,82,1.1910551605327815,1.1883848652497884
req_0609,17,17.70044708251953,17.84778500041284,83,14.60918426513672,14.772520999940753,83,1.2115972227662146,1.208174623714153
req_0609,18,17.497087478637695,17.654399999628367,84,14.582783699035645,14.721519999511656,84,1.1998455054774468,1.1992239931891544
req_0609,19,19.457664489746094,19.62295900011668,85,15.627264022827148,15.771981000398227,85,1.2451101140496366,1.2441657772489847
req_0609,20,17.490591049194336,17.637020000620396,86,14.60256004333496,14.75116099936713,86,1.1977756638074952,1.1956360588415433
req_0609,21,17.348608016967773,17.49360699977842,87,14.398015975952148,14.538235000145503,87,1.204930460276177,1.2032827230818142
req_0609,22,17.652671813964844,17.808542999773636,88,14.269439697265623,14.413923000574869,88,1.2370963533590973,1.2355097914053919
req_0609,23,17.9998722076416,18.15836100013257,89,14.919679641723633,15.062157999636838,89,1.2064516557918614,1.2055617130407463
req_0609,24,17.705984115600586,17.85463299984258,90,14.623552322387695,14.763209999728131,90,1.2107854319701712,1.209400462377178
req_0609,25,17.482751846313477,17.621349999899394,91,14.734335899353027,14.888323999912243,91,1.186531375810506,1.183568412401776
req_0609,26,17.34864044189453,17.49044700045488,92,14.683327674865724,14.837542000350368,92,1.1815196681601796,1.17879679801694
req_0609,27,17.45804786682129,17.61881899983564,93,14.880767822265623,15.010375999736423,93,1.1731953670226185,1.173775993362526
req_0609,28,17.458175659179688,17.614839000088978,94,14.966560363769531,15.10366700040322,94,1.1664788191040716,1.1662624049920272
req_0609,29,18.01683235168457,18.17154099990148,95,14.706687927246094,14.842591999695289,95,1.2250774913300495,1.2242835348620063
req_0609,30,19.216384887695312,19.369755000298028,96,15.422112464904783,15.57661700007884,96,1.2460280607747438,1.243514878757049
req_0609,31,18.24358367919922,18.404664999252415,97,14.560256004333496,14.720549000230676,97,1.2529713539219003,1.2502702853653085
req_0609,32,17.81350326538086,17.98515700011194,98,15.393792152404783,15.55201799965289,98,1.1571874616091964,1.1564516579464708
req_0609,33,17.495872497558594,17.643809999754012,99,14.253055572509766,14.381292000507528,99,1.2275173143436928,1.2268584769109303
req_0609,34,17.473440170288086,17.62131900068198,100,14.377984046936035,14.525265999509427,100,1.2152913866955983,1.2131494873331143
req_0609,35,18.02956771850586,18.16881099966849,101,14.426112174987791,14.555737000591762,101,1.2497870181382476,1.2482233636764555
req_0609,36,17.901567459106445,18.040687999928195,102,14.574432373046877,14.715798999532126,102,1.2282857404596135,1.2259400933990592
req_0609,37,17.429471969604492,17.576678000295942,103,14.58790397644043,14.731760999893597,103,1.1947893266745666,1.1931145231329028
req_0609,38,17.86582374572754,18.014516000221192,104,14.437376022338867,14.616627000577864,104,1.2374702797851809,1.2324673811207603
req_0609,39,17.650848388671875,17.807533999985026,105,14.289440155029297,14.448404999711784,105,1.2352372239341722,1.232491337302647
req_0609,40,17.539072036743164,17.679319999842846,106,14.52291202545166,14.670898000076704,106,1.2076828673206605,1.2050605218406134
req_0609,41,17.714176177978516,17.977546000111033,107,14.907423973083496,15.052347000164444,107,1.1882788206710178,1.1943350761123586
req_0609,42,17.85558319091797,18.034529000033217,108,14.461952209472656,14.596796999285289,108,1.2346592584659812,1.235512763582055
req_0609,43,17.38547134399414,17.529516999275074,109,14.516223907470703,14.66651800001273,109,1.1976579759869088,1.1952064559058844
req_0609,44,18.06438446044922,18.21782200022426,110,15.019007682800291,15.162489000431378,110,1.202768174966478,1.2015060324004823
req_0609,45,18.103296279907227,18.287322000105632,111,15.557408332824709,15.70016899950133,111,1.1636447339182405,1.1647850415295833
req_0609,46,17.82134437561035,18.013728000369156,112,14.788607597351074,14.933935000044585,112,1.2050725031613185,1.2062278294579007
req_0609,47,17.558528900146484,17.717701000037778,113,14.44761562347412,14.618877000430077,113,1.2153236463197312,1.211974148186385
req_0609,48,17.37718391418457,17.52932699946541,114,14.542847633361816,14.679758999591286,114,1.1948955495016453,1.1941154483498988
req_0609,49,17.53113555908203,17.688310999801615,115,14.724703788757324,14.8649930006286,115,1.1905934279280705,1.189930664552188
req_0609,50,17.538047790527344,17.68076100051985,116,14.781439781188965,14.934413999981189,116,1.1864911706941073,1.1838938575388442
req_0609,51,17.401824951171875,17.557168000166712,117,14.69542407989502,14.87200399969879,117,1.1841662313767123,1.1805515921406629
req_0609,52,17.795072555541992,17.9387959997257,118,14.595935821533203,14.727968999977747,118,1.2191799671583334,1.2180088102950788
req_0609,53,17.884159088134766,18.121518999578257,119,14.491647720336914,14.644208999925468,119,1.2341011480038226,1.2374529071300804
req_0609,54,17.331199645996094,17.510505000245757,120,14.61248016357422,14.763780000066618,120,1.1860546226231368,1.1860448340578595
req_0609,55,17.907455444335938,18.082110000250395,121,14.995455741882324,15.147617999900833,121,1.1941921441120589,1.1937263007536085
req_0609,56,17.894399642944336,18.0841599994892,122,14.759936332702637,14.89970400052698,122,1.2123629289170355,1.2137261249518507
req_0609,57,17.81350326538086,17.970489000617818,123,14.786144256591797,14.917262999915692,123,1.2047429645114844,1.2046773594270868
req_0609,58,18.52115249633789,18.68713200019556,124,14.982144355773926,15.13287899979332,124,1.236215060843415,1.234869584330304
req_0550,2,17.43564796447754,17.58986900040327,45,14.781439781188965,14.92955300000176,45,1.1795635758477567,1.1781912693836978
req_0550,3,17.528831481933594,17.685859999801323,46,14.774208068847656,14.925613999992038,46,1.1864481263733,1.1849334975305377
req_0550,4,18.353151321411133,18.516696999540727,47,15.011584281921388,15.157047999991846,47,1.2225992258201575,1.2216558923314544
req_0550,5,18.00601577758789,18.1638700005351,48,15.110048294067385,15.244391000010182,48,1.1916583869991695,1.191511684561421
req_0550,6,17.65990447998047,17.819842999415414,49,14.498815536499023,14.63594799997736,49,1.218023943785186,1.217539376297523
req_0550,7,17.513471603393555,17.691671000648057,50,14.351360321044922,14.490574000035394,50,1.220335300042024,1.22090891641731
req_0550,8,17.568832397460938,17.754901999978756,51,14.267104148864746,14.398463000020456,51,1.231422453649006,1.23311092301682
req_0550,9,17.48758316040039,17.66598999984126,52,14.156576156616213,14.292891999957646,52,1.2352975018064236,1.23599828501423
req_0550,10,17.426111221313477,17.611489000046276,53,14.429823875427246,14.590645999987828,53,1.2076454551180387,1.2070397020160017
req_0550,11,17.77686309814453,17.917424999723153,54,14.056096076965332,14.213999000048716,54,1.2647084226520526,1.2605477881109843
req_0550,12,18.80473518371582,18.999017999703938,55,14.220288276672363,14.36160199995129,55,1.3223877616154942,1.3229038097399146
req_0550,13,18.158592224121094,18.366144000538043,56,15.900480270385742,16.038108000032025,56,1.1420153300615095,1.1451565234815333
req_0550,14,18.05824089050293,18.22519100005593,57,15.217663764953612,15.381552000008014,57,1.1866631547012616,1.1848733469838697
req_0550,15,19.333120346069336,19.50274699993315,58,15.46723175048828,15.6549079999877,58,1.2499405619534352,1.2457912240652245
req_0550,16,17.925119400024414,18.09641899944836,59,14.676159858703612,14.8448830000234,59,1.2213766797718564,1.2190341277475771
req_0550,17,17.620800018310547,17.7857930002574,60,14.754816055297852,14.89804299995967,60,1.1942405755701466,1.1938341834766852
req_0550,18,17.573888778686523,17.74698100052774,61,14.318592071533203,14.459094000017105,61,1.2273475416361066,1.227392324893022
req_0550,19,17.371904373168945,17.527467000036268,62,14.277631759643556,14.4123730000274,62,1.2167216990615703,1.2161402567087976
req_0550,20,17.602815628051758,17.7647619993877,63,14.304256439208984,14.44109499999513,63,1.2305998359901593,1.2301533920657466
req_0550,21,17.57254409790039,17.73464200050512,64,14.323967933654783,14.480453999965448,64,1.2267930352324328,1.2247296942863417
req_0550,22,17.512447357177734,17.675180999503937,65,14.316543579101562,14.449523999985558,65,1.2232315195646357,1.223236211761827
req_0550,23,17.34454345703125,17.496725999990304,66,15.592351913452148,15.75252000003502,66,1.11237506396116,1.1107255220086314
req_0550,24,17.824703216552734,17.98076600061904,67,14.17788791656494,14.298731999986105,67,1.2572185167105874,1.2575077287018537
req_0550,25,17.63225555419922,17.784093000045686,68,14.506591796875,14.642547999983435,68,1.2154650658880157,1.2145490661916085
req_0550,26,17.92585563659668,18.078887999763538,69,15.552319526672363,15.680939000048966,69,1.152616213025567,1.1529212631786325
req_0550,27,18.356224060058597,18.52255799985869,70,15.156224250793455,15.309410999975626,70,1.2111343667336947,1.2098805107451998
req_0550,28,17.92233657836914,18.07402800022828,71,15.265952110290527,15.40826399997286,71,1.174007127029305,1.173008717936045
req_0550,29,17.265663146972656,17.423704999600886,72,15.03929615020752,15.194909000001644,72,1.1480366484261577,1.1466804440618237
req_0550,30,17.18886375427246,17.346864000501228,73,14.296064376831056,14.426963999994769,73,1.202349353024013,1.2023918546208001
req_0550,31,17.322656631469727,17.46730599916191,74,14.419872283935549,14.558595000039531,74,1.2013044422569557,1.199793386594962
req_0550,32,17.554431915283203,17.70712100005767,75,14.38595199584961,14.530847000003178,75,1.2202481921493766,1.2185883589617175
req_0550,33,17.261568069458008,17.418064000594313,76,14.096447944641112,14.240809000000354,76,1.2245331687278103,1.223109164696604
req_0550,34,17.292287826538086,17.457115999604866,77,14.097311973571776,14.25322000000051,77,1.2266372382874076,1.2247840136898358
req_0550,35,18.083839416503903,18.23051200062764,78,14.331904411315918,14.461614999959238,78,1.261789005669449,1.2606138388194559
req_0550,36,17.33283233642578,17.492666999714857,79,14.441472053527832,14.572977000000265,79,1.2002122963767834,1.2003495922428573
req_0550,37,17.84320068359375,17.995585999415198,80,14.923775672912598,15.062376000003042,80,1.1956224131658624,1.194737536721402
req_0550,38,18.49139213562012,18.712361000325476,81,14.296704292297363,14.445004000037898,81,1.2934024344046011,1.2954209635578073
req_0550,39,17.793983459472656,18.03934800045681,82,15.461440086364746,15.612347000001137,82,1.1508619740514954,1.1554539493937392
req_0550,40,17.208288192749023,17.362384000080056,83,14.459872245788574,14.600857999994332,83,1.1900719384129361,1.1891345015537302
req_0550,41,17.301504135131836,17.4665559998175,84,14.727168083190918,14.864871999975549,84,1.174801838167324,1.1750222941607726
req_0550,42,17.805984497070312,17.959245999918494,85,14.3154878616333,14.461095000001478,85,1.2438265932097106,1.2419008380704684
req_0550,43,18.25686454772949,18.427875000270436,86,14.28335952758789,14.421233000007303,86,1.278191206520209,1.2778293645391559
req_0550,44,18.03731155395508,18.21086099971581,87,14.406656265258787,14.546616000018275,87,1.252012349142494,1.2518967297750163
req_0550,45,18.18284797668457,18.40353599982336,88,14.78006362915039,14.907583999956842,88,1.2302279904142595,1.2345082878537958
req_0550,46,18.068479537963867,18.28742300040176,89,14.48374366760254,14.61454700000786,89,1.247500642971176,1.2513164452098258
req_0550,47,17.646303176879883,17.825891999564192,90,14.346240043640137,14.4904649999944,90,1.2300298282477649,1.2301808119733273
req_0550,48,17.526784896850586,17.69935100037401,91,14.148608207702637,14.2876410000099,91,1.238763886847106,1.2387874947559043
req_0550,49,18.950143814086918,19.12629999969795,92,14.240768432617188,14.42015300000321,92,1.3306967179301459,1.326359019886522
req_0550,50,17.89129638671875,18.05637800043769,93,15.535136222839355,15.716740000016216,93,1.1516665274177273,1.1488628049085916
req_0550,51,17.463071823120117,17.649409999648924,94,14.525664329528809,14.658918999998605,94,1.2022219037252524,1.2040048791899733
req_0550,52,17.478591918945312,17.651459999797225,95,14.777471542358398,14.910622999991574,95,1.1827863697009584,1.183817738521536
req_0550,53,17.403423309326172,17.585908000000927,96,15.714271545410156,15.855262000002313,96,1.1074915728059558,1.1091527847347058
req_0550,54,18.153472900390625,18.337954000344325,97,14.439423561096191,14.590617000010296,97,1.2572159008688624,1.2568319763538023
req_0550,55,17.904287338256836,18.070307999551005,98,14.527392387390137,14.65770900000507,98,1.2324501783126518,1.2328193989623313
req_0550,56,17.825855255126953,17.99705699977494,99,14.865344047546388,15.038135999986936,99,1.199155243101771,1.1967611544270231
req_0550,57,18.56483268737793,18.736772000011115,100,14.203904151916504,14.35225199998058,100,1.3070232302907376,1.3054935211586631
req_0550,58,17.81964874267578,18.00727600038954,101,14.682784080505373,14.809030000037636,101,1.2136423613512977,1.2159659343214089
req_0550,59,18.1114559173584,18.300433999684174,102,14.316767692565918,14.45172499995806,102,1.2650520219562478,1.2663148516690763
req_0550,60,18.43302345275879,18.66483000048902,103,14.34828758239746,14.485715000034816,103,1.2846845553453015,1.2884990489212413
req_0550,61,17.75071907043457,17.99082700017607,104,14.41817569732666,14.547165999999834,104,1.2311348844032892,1.2367238402432663
req_0550,62,18.40947151184082,18.567168000117817,105,14.37183952331543,14.489703999970516,105,1.2809405143979755,1.281404230214475
req_0550,63,17.778623580932617,17.972355999518186,106,14.419839859008787,14.564788000029694,106,1.2329279489068272,1.2339593270757903
req_0550,64,17.83683204650879,18.014008000136528,107,14.378656387329102,14.51888499997267,107,1.2405075666337735,1.2407294361908947
req_0550,65,17.936384201049805,18.11281899972528,108,14.535391807556152,14.676268000016536,108,1.2339800975798714,1.2341570077423547
req_0550,66,19.739648818969727,19.91922600063845,109,15.562399864196776,15.708809999978255,109,1.2684193306447054,1.2680289595880287
req_0550,67,17.852224349975586,18.03726799971628,110,14.264320373535156,14.39703300002293,110,1.2515299630466188,1.2528461940517572
req_0550,68,18.844831466674805,19.013045999599854,111,13.971455574035645,14.114786999982698,111,1.3488094613202488,1.3470303164775466
req_0550,69,18.336095809936523,18.512157999794,112,14.141280174255373,14.280691000010393,112,1.296636201531311,1.2963068803729825
req_0550,70,18.266111373901367,18.4381660001236,113,14.662336349487305,14.945022999995672,113,1.2457845010860138,1.2337328621126205
req_0550,71,18.181856155395508,18.3555339999657,114,14.295040130615234,14.43352500001538,114,1.2718996231746145,1.27172911675742
req_0550,72,18.534496307373047,18.71685200057982,115,14.616640090942385,14.756789999978537,115,1.2680408214236918,1.2683552453214448
req_0550,73,18.229248046875,18.42736500020692,116,14.28991985321045,14.42308299999695,116,1.275671818605723,1.277630101706467
req_0550,74,17.693695068359375,17.878843999824312,117,14.835712432861328,15.017155999998977,117,1.192642089042355,1.1905612487361474
req_0550,75,17.641023635864258,17.80249300009018,118,14.642784118652344,14.787321000028442,118,1.2047588418238497,1.2039025189252293
req_0550,76,17.64246368408203,17.82190299945796,119,15.039423942565918,15.20067899997457,119,1.173081080196746,1.1724412442028265
req_0550,77,17.473407745361328,17.63825000034558,120,14.880767822265623,15.047637000009216,120,1.1742275636621666,1.1721607851342226
req_0550,78,17.451871871948242,17.618508999476035,121,14.58995246887207,14.751369999999042,121,1.1961568695430729,1.194364252234008
req_0550,79,17.915456771850586,18.066368000290822,122,14.62230396270752,14.766270999984954,122,1.225214358663441,1.2234888551286396
req_0550,80,17.692672729492188,17.849484000180382,123,15.045632362365724,15.185468000026958,123,1.1759341384512103,1.1754319326970164
req_0550,81,17.829792022705078,17.9858459996467,124,14.941120147705078,15.094606999980442,124,1.1933370354058557,1.1915411908153688
req_0550,82,17.891904830932617,18.038238999906756,125,14.944255828857422,15.084688000001734,125,1.19724294309679,1.1957979508694303
req_0550,83,18.311328887939453,18.46331500019005,126,15.199071884155272,15.372802000001684,126,1.2047662533281815,1.2010377158430863
req_0550,84,17.173503875732422,17.31979299984232,127,14.941184043884276,15.108558000008545,127,1.1494071571096054,1.1463564557142067
req_0550,85,18.124736785888672,18.29040300071938,128,14.822400093078612,14.987124000015228,128,1.2227936550135428,1.2204077981006092
req_0550,86,17.57699203491211,17.731571999320295,129,15.257344245910645,15.406934999987245,129,1.152034833298278,1.1508825083856702
req_0550,87,17.240800857543945,17.45841499996459,130,14.953472137451172,15.106417000026797,130,1.152963050926756,1.1556952916057872
req_0550,88,17.403776168823242,17.553568000039377,131,14.900416374206545,15.046535999999833,131,1.168006029613384,1.1666185492820123
req_0550,89,17.40492820739746,17.567478000273695,132,14.727007865905762,14.898822999953154,132,1.1818373675002447,1.179118511598462
req_0550,90,17.904224395751953,18.05250800043723,133,14.698495864868164,14.85150300004534,133,1.218099087168913,1.2155340776204344
req_0550,91,17.382400512695312,17.53543799986801,134,15.248384475708008,15.395302999991143,134,1.1399503036132763,1.1390122039090818
req_0550,92,17.977344512939453,18.127448999621265,135,15.110848426818848,15.261459999976523,135,1.1896978915514185,1.1877925833864618
req_0550,93,17.532800674438477,17.699210000500898,136,15.272000312805176,15.458635000015876,136,1.148035641391238,1.1449400286948181
req_0550,94,18.50934410095215,18.67467099964415,137,14.63161563873291,14.817852000021505,137,1.2650239425340077,1.2602819220773056
req_0550,95,17.22368049621582,17.378904999532097,138,14.798015594482422,14.9542239999505,138,1.1639182555421708,1.1621402086520587
req_0550,96,17.442655563354492,17.598118000023533,139,14.737407684326172,14.905182999996214,139,1.1835633468907467,1.1806710457716623
req_0550,97,17.722368240356445,17.879054000331962,140,14.733311653137209,14.894333000029292,140,1.2028774424643878,1.200393062267159
req_0550,98,17.5086727142334,17.663270000412012,141,14.619680404663086,14.791891000015768,141,1.1976098129100579,1.1941184531709423
req_0550,99,17.434207916259766,17.598908999389096,142,14.899168014526367,15.059527000005346,142,1.1701464067833713,1.1686229587013488
req_0550,100,17.57695960998535,17.751031999978295,143,14.929920196533203,15.087965999953212,143,1.1772976264177757,1.1765026511879295
req_0550,101,18.93289566040039,19.12515000003623,144,14.742239952087402,14.926195000043665,144,1.284261802950753,1.2813144944160437
req_0550,102,18.10943984985352,18.280762000358663,145,14.771967887878418,14.951773999996476,145,1.2259327929296249,1.2226483626867937
req_0550,103,17.787904739379883,17.945495000276424,146,15.28320026397705,15.455063999979757,146,1.1638861254279638,1.1611401285882692
req_0550,104,18.17990493774414,18.360544999268317,147,14.96121597290039,15.159938000010698,147,1.2151355191097994,1.2111226971545241
req_0550,105,17.62073516845703,17.784213000595628,148,15.913984298706056,16.15491000001157,148,1.1072484952677595,1.1008549723014793
req_0550,106,18.45452880859375,18.61588900010247,149,16.382976531982422,16.625447999956577,149,1.1264454156158556,1.1197225482375628
req_0550,107,17.510208129882812,17.670879999968747,150,14.82630443572998,15.087137000023176,150,1.1810231069911716,1.1712546919897129
req_0550,108,17.400415420532227,17.58271800008515,151,15.022080421447754,15.23850000000948,151,1.158322611273523,1.1538352200068387
req_0550,109,17.256160736083984,17.419344999325403,152,15.210495948791504,15.36350300000322,152,1.1344903410236937,1.1338133627026175
req_0550,110,17.77459144592285,17.945225999937975,153,15.089056015014648,15.23990999999114,153,1.177979021897454,1.1775152215431985
req_0550,111,17.65318489074707,17.804973000238533,154,15.116288185119627,15.27995999998666,154,1.1678253731709578,1.1652499744930012
req_0550,112,17.25200080871582,17.405163999683282,155,14.930944442749023,15.089897999985167,155,1.1554527494805582,1.1534315208558992
req_0550,113,17.337343215942383,17.475727000601182,156,14.637056350708008,14.7863010000151,156,1.1844829179129148,1.1818863284727759
req_0550,114,17.334272384643555,17.48410599975614,157,14.692319869995115,14.839262000009512,157,1.1798186084992524,1.178232852802581
req_0550,115,17.282943725585938,17.428975999791874,158,14.705663681030272,14.850142000000233,158,1.1752576490566866,1.1736571946444418
req_0550,116,17.767967224121094,17.92247400044289,159,14.961664199829102,15.094467999972494,159,1.1875662350665541,1.1873538040874014
req_0550,117,19.29411125183105,19.45757700013928,160,14.825471878051758,14.96992400001318,160,1.3014163333576485,1.2997779414325785
req_0550,118,17.37830352783203,17.52569800009951,161,14.763711929321287,14.911132999998244,161,1.1770958151329183,1.1753431479755143
req_0550,119,17.478912353515625,17.63389899952017,162,15.335424423217772,15.485105000038857,162,1.1397736294179521,1.1387652198338933
req_0550,120,17.468416213989258,17.610429000342265,163,14.849023818969728,14.982225999972345,163,1.1764016562269393,1.1754213960178395
req_0550,121,17.467424392700195,17.625217999921006,164,14.346559524536133,14.495233999980428,164,1.2175340270834005,1.2159319401083697
req_0550,122,17.60153579711914,17.776662999494874,165,14.446592330932615,14.586516999997912,165,1.218386688979328,1.2187051233339268
req_0550,123,18.063167572021484,18.24527200005832,166,14.458047866821287,14.592247000052794,166,1.2493503783089086,1.2503401292475593
req_0550,124,18.004959106445312,18.154950000280223,167,14.356096267700195,14.496635999989849,167,1.2541681785009131,1.2523560638683993
req_0550,125,17.62816047668457,17.77663200027746,168,14.415648460388184,14.546764999977311,168,1.222848942600386,1.222033352453634
req_0550,126,17.385120391845703,17.535547000079532,169,14.790656089782717,14.9251139999933,169,1.175412387815252,1.1749020476552074
req_0550,127,17.686304092407227,17.849004999334284,170,14.801119804382324,14.949433000026602,170,1.1949301354327702,1.1939586604590637
req_0550,128,18.20057678222656,18.353514000409632,171,14.408703804016112,14.574397999979285,171,1.2631654470649571,1.2592982571517342
req_0550,129,17.29327964782715,17.464925999775005,172,14.36070442199707,14.512355000022126,172,1.2042083131617203,1.2034522308576643
req_0550,130,18.422687530517575,18.586999000035576,173,15.465472221374512,15.595186999973976,173,1.1912140325761251,1.1918420086957977
req_0550,131,17.582080841064453,17.761340999641106,174,14.698495864868164,15.007835999995224,174,1.1961823170688188,1.1834711546452639
