request_id,workload_category_eager,backend_eager,status_eager,finish_reason_eager,source_eager,source_id_eager,prompt_hash_eager,frozen_input_tokens_eager,runtime_input_tokens_eager,max_new_tokens_eager,output_tokens_eager,output_hash_eager,ended_with_eos_eager,hit_max_new_tokens_eager,generation_ratio_eager,sampling_seed_eager,template_ms_eager,tokenization_ms_eager,preprocess_ms_eager,h2d_ms_eager,model_ttft_ms_eager,stream_cpu_first_token_ms_eager,request_ttft_ms_eager,decode_total_gpu_ms_eager,decode_wall_ms_eager,mean_tpot_ms_eager,p50_tpot_ms_eager,p95_tpot_ms_eager,p99_tpot_ms_eager,mean_stream_itl_ms_eager,p50_stream_itl_ms_eager,p95_stream_itl_ms_eager,p99_stream_itl_ms_eager,e2e_model_ms_eager,e2e_request_ms_eager,decode_tokens_per_s_eager,stream_decode_tokens_per_s_eager,stream_total_chars_eager,start_allocated_gib_eager,start_reserved_gib_eager,post_prefill_allocated_gib_eager,post_prefill_reserved_gib_eager,final_allocated_gib_eager,final_reserved_gib_eager,peak_allocated_gib_eager,peak_reserved_gib_eager,error_type_eager,error_message_eager,workload_category_flash,backend_flash,status_flash,finish_reason_flash,source_flash,source_id_flash,prompt_hash_flash,frozen_input_tokens_flash,runtime_input_tokens_flash,max_new_tokens_flash,output_tokens_flash,output_hash_flash,ended_with_eos_flash,hit_max_new_tokens_flash,generation_ratio_flash,sampling_seed_flash,template_ms_flash,tokenization_ms_flash,preprocess_ms_flash,h2d_ms_flash,model_ttft_ms_flash,stream_cpu_first_token_ms_flash,request_ttft_ms_flash,decode_total_gpu_ms_flash,decode_wall_ms_flash,mean_tpot_ms_flash,p50_tpot_ms_flash,p95_tpot_ms_flash,p99_tpot_ms_flash,mean_stream_itl_ms_flash,p50_stream_itl_ms_flash,p95_stream_itl_ms_flash,p99_stream_itl_ms_flash,e2e_model_ms_flash,e2e_request_ms_flash,decode_tokens_per_s_flash,stream_decode_tokens_per_s_flash,stream_total_chars_flash,start_allocated_gib_flash,start_reserved_gib_flash,post_prefill_allocated_gib_flash,post_prefill_reserved_gib_flash,final_allocated_gib_flash,final_reserved_gib_flash,peak_allocated_gib_flash,peak_reserved_gib_flash,error_type_flash,error_message_flash,workload_category,prompt_hash,frozen_input_tokens,runtime_input_tokens,max_new_tokens,sampling_seed,same_output_hash,same_output_tokens,same_finish_reason,output_token_delta_flash_minus_eager,model_ttft_ms_speedup_eager_over_flash,request_ttft_ms_speedup_eager_over_flash,mean_tpot_ms_speedup_eager_over_flash,mean_stream_itl_ms_speedup_eager_over_flash,e2e_request_ms_speedup_eager_over_flash,decode_throughput_speedup_flash_over_eager,peak_allocated_reduction_pct,peak_reserved_reduction_pct,input_band
req_0103,short_interactive,eager,ok,eos,lmsys_chatbot_arena_conversations,81ded89212f142bc80d35fd23ec9f3a6,59151d85030a8f0ac59e,39,39,256,86,3ffbacb480c02856f0a6,1,0,0.3359375,42026103,0.0681219999023596,0.2809649995469954,0.349086999449355,0.1075199991464614,19.92188835144043,0.0345509997714543,20.87557599952561,1528.6672534942627,1544.776219000596,17.984320629344268,17.931264877319336,18.780498504638672,19.04333877563477,18.17319609412259,18.13806999962253,18.98924979977892,19.26402500001132,1548.5891418457031,1565.6517950001216,55.60399086570675,55.024151041755005,406,2.88515853881836,9.3203125,2.8977980613708496,9.3203125,2.888755798339844,9.3203125,2.9034910202026367,9.3203125,,,short_interactive,flash,ok,eos,lmsys_chatbot_arena_conversations,81ded89212f142bc80d35fd23ec9f3a6,59151d85030a8f0ac59e,39,39,256,107,480d297f2465c109d639,1,0,0.41796875,42026103,0.067731000058302,0.2960870000379145,0.3638180000962165,0.1117120012640953,16.255903244018555,0.0311410000222167,17.189410000014504,1554.096577644348,1570.1183459999584,14.661288468342908,14.571327686309814,15.340495586395264,15.757303762435914,14.812050613207308,14.70645950001881,15.496813250024388,15.91950240008373,1570.3524808883667,1587.3077559999729,68.2068293082992,67.51083462596698,425,2.88515853881836,6.970703125,2.8977980613708496,6.970703125,2.889317512512207,6.970703125,2.9034910202026367,6.970703125,,,short_interactive,59151d85030a8f0ac59e,39,39,256,42026103,False,False,True,21,1.2255171584372462,1.2144440093934576,1.2266534873914083,1.226919659450683,0.9863567975913982,1.2266534873914086,0.0,25.209555741827327,<=128
req_0539,coding_request,eager,ok,length,lmsys_chatbot_arena_conversations,4697e525ac0248fa89b06a0832890061,d171f368c6fd3b0e5324,42,42,512,512,e74217bde9c641b294b9,0,1,1.0,42026539,0.0675820001561078,0.2670849999049096,0.3346670000610174,0.1218239963054657,19.985536575317383,0.034410999433021,20.97426899945276,9173.226831436155,9258.191376000468,17.951520218074673,17.859167098999023,18.746112823486328,19.629859924316406,18.11772521722188,18.02144700013741,18.93501199992897,19.775352700344225,9193.212368011476,9279.16564499992,55.70558859929533,55.19436564301738,2350,2.88515853881836,9.3203125,2.898167610168457,9.3203125,2.9002180099487305,9.3203125,2.905911445617676,9.3203125,,,coding_request,flash,ok,eos,lmsys_chatbot_arena_conversations,4697e525ac0248fa89b06a0832890061,d171f368c6fd3b0e5324,42,42,512,313,41936c23d447ef76bb51,1,0,0.611328125,42026539,0.0664419999338861,0.2619950000735116,0.3284370000073977,0.1617279946804046,16.246784210205078,0.0360010000122201,17.340023999963705,4629.819004058838,4678.265856000053,14.839163474547558,14.761119842529297,15.619038343429564,16.307189388275148,14.994222961538512,14.919594499986031,15.798953499916024,16.476646000082837,4646.065788269043,4695.605880000016,67.3892434513051,66.6913787295453,1446,2.88515853881836,6.970703125,2.898167610168457,6.970703125,2.8949012756347656,6.970703125,2.903860569000244,6.970703125,,,coding_request,d171f368c6fd3b0e5324,42,42,512,42026539,False,False,False,-199,1.230122608679931,1.209587080127263,1.20973936629686,1.2083137128009518,1.9761380921091884,1.2097393662968596,0.07057601911869549,25.209555741827327,<=128
req_0247,short_interactive,eager,ok,length,lmsys_chatbot_arena_conversations,917114986c544992907d89443725167e,4a6ef1ac7e2f02751f08,57,57,256,256,6e8bd3eb216821966cbf,0,1,1.0,42026247,0.0613510001130634,0.2879860003304202,0.3493370004434837,0.1145600005984306,20.315135955810547,0.0324410002576769,21.23930299967469,4587.714511871338,4629.670496000472,17.991037301456227,17.89151954650879,18.83697662353516,19.639582099914552,18.155396176471008,18.054567000035604,18.99879430011424,19.808870920096524,4608.029647827148,4650.909799000146,55.5832319862434,55.07951380563521,1011,2.88515853881836,9.3203125,2.90281343460083,9.3203125,2.8937788009643555,9.3203125,2.908506393432617,9.3203125,,,short_interactive,flash,ok,length,lmsys_chatbot_arena_conversations,917114986c544992907d89443725167e,4a6ef1ac7e2f02751f08,57,57,256,256,78d72f452fb715a3c491,0,1,1.0,42026247,0.0657309999496646,0.309475999983988,0.3752069999336527,0.127808004617691,17.232479095458984,0.0426510000579583,18.2475719999502,3773.8529596328735,3812.3543409999456,14.799423371109308,14.731136322021484,15.45134057998657,15.922442016601565,14.950251686274685,14.87024300001849,15.603099000020393,16.09129985997697,3791.085438728333,3830.601912999896,67.57020019794487,66.88780139285684,1054,2.88515853881836,6.970703125,2.90281343460083,6.970703125,2.8937788009643555,6.970703125,2.908506393432617,6.970703125,,,short_interactive,4a6ef1ac7e2f02751f08,57,57,256,42026247,False,True,True,0,1.1788864413109248,1.1639522781295315,1.215657992228091,1.214387326545068,1.2141459500702423,1.2156579922280912,0.0,25.209555741827327,<=128
req_0475,knowledge_qa,eager,ok,eos,google_nq_open,train_21309,74ab13beed6c0ae8e1bb,42,42,128,45,85b84d85e5c7cb4418fa,1,0,0.3515625,42026475,0.0668510001560207,0.2661359994817758,0.3329869996377965,0.1191039979457855,19.47443199157715,0.0342810008078231,20.443626000087534,786.3557376861572,793.6738499993226,17.87172131104903,17.79740810394287,18.63832426071167,18.893914947509767,18.037020204536187,17.952395000065735,18.815225549906245,19.076381320137443,805.8301696777344,814.1174759994101,55.95431926200411,55.43838945939514,200,2.88515853881836,9.3203125,2.898167610168457,9.3203125,2.8877410888671875,9.3203125,2.903860569000244,9.3203125,,,knowledge_qa,flash,ok,eos,google_nq_open,train_21309,74ab13beed6c0ae8e1bb,42,42,128,64,0f6935d7088415ce3d7b,1,0,0.5,42026475,0.0693620000902228,0.2890959999604092,0.3584580000506321,0.1060480028390884,16.566272735595703,0.0352310000835132,17.540418000066893,927.528223991394,937.8931809999358,14.72267022208562,14.626815795898438,15.563878345489504,15.941918563842776,14.886439365079514,14.776972000049682,15.723297499948783,16.12790881997398,944.0944967269896,955.4335990000028,67.92246140920078,67.1718286008141,308,2.88515853881836,6.970703125,2.898167610168457,6.970703125,2.888248443603516,6.970703125,2.903860569000244,6.970703125,,,knowledge_qa,74ab13beed6c0ae8e1bb,42,42,128,42026475,False,False,True,19,1.1755469864825252,1.1655153258040698,1.2138913010657189,1.2116409950150524,0.8520921567459003,1.2138913010657186,0.0,25.209555741827327,<=128
req_0801,long_context_qa,eager,ok,eos,google_natural_questions,-8049831817025128670,0d7a9d29e72b09bfc032,3077,3077,256,17,cf2f10a8011cc39550fc,1,0,0.06640625,42026801,0.0695509997967747,5.293877999974939,5.363428999771713,0.1423359960317611,472.7193603515625,0.097841999377124,479.02796199923614,289.83628845214844,292.7770810001675,18.11476802825928,18.049920082092285,18.964111328125,19.326953125000003,18.296038812536608,18.22147549955844,19.21653200020046,19.51953679958933,762.5556488037109,771.8050429994037,55.20357745900952,54.64908641530874,69,2.88515853881836,9.3203125,3.851708889007568,9.3203125,2.981215476989746,9.3203125,4.110980033874512,9.3203125,,,long_context_qa,flash,ok,eos,google_natural_questions,-8049831817025128670,0d7a9d29e72b09bfc032,3077,3077,256,15,055f72a8e70496ed72e2,1,0,0.05859375,42026801,0.0632910000604169,4.993571999989399,5.056863000049816,0.1290239989757537,216.76144409179688,0.0909720000663583,222.6474040000994,206.2416639328003,208.5135069999069,14.731547423771447,14.675375938415527,15.29477128982544,15.346953983306884,14.891438999995898,14.823397000043316,15.488948749975862,15.596508149906184,423.0031080245972,431.1609110000063,67.88153146670508,67.14193340005667,54,2.88515853881836,6.970703125,3.851708889007568,6.970703125,2.981215476989746,6.970703125,3.860511779785156,6.970703125,,,long_context_qa,0d7a9d29e72b09bfc032,3077,3077,256,42026801,False,False,True,-2,2.180827694390933,2.151509307510373,1.229658195922346,1.2286279930731776,1.790062650181645,1.2296581959223452,6.092665301837885,25.209555741827327,3073-4096
req_0890,long_context_qa,eager,ok,eos,google_natural_questions,866359585422002664,9688f6c935959474e667,3943,3943,256,37,3c2afde21e79b5804ca4,1,0,0.14453125,42026890,0.068002000261913,7.72778800001106,7.795790000272973,0.1478080004453659,696.289306640625,0.1014019999274751,705.0681539994912,646.4892444610596,652.7936590000536,17.958034568362766,17.928144454956055,18.739367961883545,19.885425853729245,18.132000777768557,18.090984000082244,18.902585000432737,20.133853599918435,1342.7785511016846,1357.8618129995448,55.68538116981529,55.14759450198189,161,2.88515853881836,9.3203125,4.108593463897705,9.3203125,2.9931678771972656,9.3203125,4.829124927520752,9.3203125,,,long_context_qa,flash,ok,eos,google_natural_questions,866359585422002664,9688f6c935959474e667,3943,3943,256,92,a8e7e731a3e8e145302c,1,0,0.359375,42026890,0.0681610000583532,6.491031999985353,6.559193000043706,0.1454720050096511,280.7572631835937,0.086172000010265,288.202339999998,1351.8471698760986,1367.4098980000051,14.855463405231854,14.746623992919922,15.688528060913086,16.016492271423342,15.025918538461676,14.905523000038556,15.836806500033164,16.204419300026984,1632.6044330596924,1655.6122380000031,67.31530163157457,66.5491745621397,419,2.88515853881836,6.970703125,4.108503818511963,6.970703125,2.9951648712158203,6.970703125,4.119784355163574,6.970703125,,,long_context_qa,9688f6c935959474e667,3943,3943,256,42026890,False,False,True,55,2.480040226725338,2.4464345223550095,1.2088505136795824,1.2067149659673901,0.8201569074168333,1.2088505136795826,14.688801449610656,25.209555741827327,3073-4096
req_0319,knowledge_qa,eager,ok,eos,google_nq_open,train_16148,7f87e7530138d9696852,37,37,128,108,817ce60b4d9673ef2a79,1,0,0.84375,42026319,0.0739809993319795,0.265526000475802,0.3395069998077815,0.1155200004577636,19.869504928588867,0.031941000088409,20.831424999414597,1923.4902667999268,1942.994932000147,17.976544549532026,17.85513687133789,18.797340393066406,19.159898529052736,18.15825814019178,18.02916699944035,18.979255399790414,19.35117434049971,1943.359771728516,1963.8263569995613,55.62804337867215,55.069623825448,545,2.88515853881836,9.3203125,2.8966193199157715,9.3203125,2.889290809631348,9.3203125,2.9023122787475586,9.3203125,,,knowledge_qa,flash,ok,eos,google_nq_open,train_16148,7f87e7530138d9696852,37,37,128,126,bb1899a516b460032a02,1,0,0.984375,42026319,0.065010999946935,0.2615560000549521,0.3265670000018872,0.1169599965214729,16.513919830322266,0.0317000000222833,17.459936000022935,1850.3038730621336,1872.2205389999544,14.80243098449707,14.709343910217283,15.762943649291993,16.177029037475585,14.977314304000174,14.88021199998002,15.944587600006342,16.42730639999627,1866.817792892456,1889.6804749999772,67.55647103150308,66.76563866069361,652,2.88515853881836,6.970703125,2.8966193199157715,6.970703125,2.8897714614868164,6.970703125,2.9023122787475586,6.970703125,,,knowledge_qa,7f87e7530138d9696852,37,37,128,42026319,False,False,True,18,1.2031973712325523,1.1930985886424346,1.214431911106985,1.2123841278634335,1.039237258880809,1.2144319111069848,0.0,25.209555741827327,<=128
req_0960,long_output,eager,ok,eos,lmsys_chatbot_arena_conversations,0add0832170a48d79133d518218e3c3b,4b84eea5c94be7d97089,362,362,1024,461,2f64e3619544336713a0,1,0,0.4501953125,42026960,0.0700519995007198,1.0778010000649374,1.1478529995656572,0.130048006772995,31.811199188232425,0.0430110003435402,33.6185750002187,8238.476287841797,8318.483923999338,17.909731060525644,17.841008186340332,18.64945430755615,19.234794006347656,18.083551397824955,18.011776999628637,18.835726599718328,19.411927710352757,8270.28748703003,8352.102498999557,55.83556763753271,55.29853807529419,1795,2.88515853881836,9.3203125,2.997278213500977,9.3203125,2.907407283782959,9.3203125,3.002971172332764,9.3203125,,,long_output,flash,ok,eos,lmsys_chatbot_arena_conversations,0add0832170a48d79133d518218e3c3b,4b84eea5c94be7d97089,362,362,1024,434,2c132bba7515dcd4c1d4,1,0,0.423828125,42026960,0.0700609999739754,0.9135390000665212,0.9836000000404964,0.1128960028290748,28.663360595703125,0.0458600000001752,30.266126000014992,6534.089487075806,6607.198208999989,15.090275951676226,14.86736011505127,16.379711914062497,18.6462508392334,15.259020688221758,15.033475999985058,16.613566599994556,18.91839352003444,6562.752847671509,6637.464335000004,66.26784050883577,65.53458611400357,1718,2.88515853881836,6.970703125,2.997278213500977,6.970703125,2.906686305999756,6.970703125,3.002971172332764,6.970703125,,,long_output,4b84eea5c94be7d97089,362,362,1024,42026960,False,False,True,-27,1.1098209884364079,1.1107657121430752,1.1868392014750555,1.185105634713728,1.2583272884734154,1.1868392014750555,0.0,25.209555741827327,129-512
req_0894,long_context_qa,eager,ok,eos,google_natural_questions,-4544384569259594911,d0b65e7db144699b06a3,3991,3991,256,29,8e349be284f1b6b86fb1,1,0,0.11328125,42026894,0.0635019996479968,6.017822000103479,6.081323999751476,0.1464319974184036,713.6061401367188,0.1086920001398539,720.6744650002292,505.9082565307617,510.7436309999685,18.06815201895577,17.959199905395508,18.912108516693117,19.686295623779294,18.239457499995687,18.112149499756924,19.16847759976008,19.90748193946274,1219.5143966674805,1231.4180960001977,55.3460032299304,54.82202478997086,110,2.88515853881836,9.3203125,4.122935771942139,9.3203125,2.994014263153076,9.3203125,4.873863697052002,9.3203125,,,long_context_qa,flash,ok,eos,google_natural_questions,-4544384569259594911,d0b65e7db144699b06a3,3991,3991,256,29,b289785d83e7be702760,1,0,0.11328125,42026894,0.0677019999102412,5.54412200006027,5.611823999970511,0.1454080045223236,286.8158569335937,0.1090220000605768,293.3787750000647,427.5005769729614,432.6943909999272,15.267877749034335,15.219007968902588,16.01781759262085,16.108246517181396,15.45201289285712,15.398292999975638,16.19465945000229,16.278829929952963,714.3164339065552,726.0731659999919,65.49698762575225,64.71079954444038,112,2.88515853881836,6.970703125,4.124809741973877,6.970703125,2.99453353881836,6.970703125,4.136227607727051,6.970703125,,,long_context_qa,d0b65e7db144699b06a3,3991,3991,256,42026894,False,True,True,0,2.488028896888848,2.456464224448651,1.1834095292057567,1.1803936242136517,1.6959972543596404,1.1834095292057571,15.134524376853554,25.209555741827327,3073-4096
req_0771,document_qa,eager,ok,eos,google_natural_questions,929007509023002051,da428f30c47828c81127,1862,1862,256,64,0765c1717ca4f34066d1,1,0,0.25,42026771,0.0677210000503691,3.426390000640822,3.4941110006911917,0.1208000034093856,210.53543090820312,0.0761820001571322,214.7952129998885,1147.5017948150637,1159.0546679999534,18.214314203413707,17.958080291748047,19.46788463592529,23.513415489196788,18.39692884127472,18.13771999968594,19.70062210020842,23.7491912398582,1358.0372257232666,1373.8498809998418,54.90187491179773,54.35464067343072,254,2.88515853881836,9.3203125,3.461859703063965,9.3203125,2.936889171600342,9.3203125,3.4737229347229004,9.3203125,,,document_qa,flash,ok,eos,google_natural_questions,929007509023002051,da428f30c47828c81127,1862,1862,256,90,77b5210f5941aecb6589,1,0,0.3515625,42026771,0.0685009999870089,3.338188000043374,3.406689000030383,0.1566720008850097,126.35443115234376,0.0635710000551625,130.5061770000293,1329.281795501709,1344.6966029999885,14.935750511255158,14.756799697875977,15.885311889648436,17.61235137939454,15.108385977528547,14.91870300003484,16.162110600021148,17.840861839981706,1455.6362266540527,1475.2027800000178,66.95344832162458,66.18593354176917,392,2.88515853881836,6.970703125,3.461859703063965,6.970703125,2.937583446502685,6.970703125,3.467552661895752,6.970703125,,,document_qa,da428f30c47828c81127,1862,1862,256,42026771,False,False,True,26,1.6662291063964627,1.6458624253458918,1.219511144732092,1.2176634134604043,0.9312956155084152,1.219511144732092,0.1776270860715745,25.209555741827327,1025-2048
req_0094,short_interactive,eager,ok,eos,lmsys_chatbot_arena_conversations,f244161f6ea64debb1c32771df32d67c,ea6c62a819542aa40ec2,38,38,256,13,551a808b71478954861c,1,0,0.05078125,42026094,0.065381999775127,0.2452150001772679,0.310596999952395,0.1054079979658126,20.600831985473636,0.0381199997718795,21.569649999946705,215.7299842834473,217.768473000433,17.977498690287273,17.845279693603516,18.385462760925293,18.419057273864745,18.1430418333548,18.01757200018983,18.556422900019243,18.590884580135025,236.3308162689209,239.3381230003797,55.62509096664662,55.1043952077312,40,2.88515853881836,9.3203125,2.8977713584899902,9.3203125,2.8867788314819336,9.3203125,2.9034643173217773,9.3203125,,,short_interactive,flash,ok,eos,lmsys_chatbot_arena_conversations,f244161f6ea64debb1c32771df32d67c,ea6c62a819542aa40ec2,38,38,256,13,551a808b71478954861c,1,0,0.05078125,42026094,0.0649910000447562,0.2697949998946569,0.3347859999394131,0.1218559965491294,15.897855758666992,0.0369409999620984,16.860923999956867,177.53577613830566,179.3501220000735,14.794648011525473,14.756864070892334,15.354863929748536,15.35725742340088,14.942898416668037,14.90518299993937,15.502444449930408,15.50509368992607,193.43363189697263,196.2110460000304,67.5920102472847,66.90823438634227,40,2.88515853881836,6.970703125,2.8977713584899902,6.970703125,2.8867788314819336,6.970703125,2.9034643173217773,6.970703125,,,short_interactive,ea6c62a819542aa40ec2,38,38,256,42026094,True,True,True,0,1.2958245626453577,1.279268562031469,1.2151352756944447,1.2141581457260773,1.2197994347389731,1.2151352756944447,0.0,25.209555741827327,<=128
req_0855,long_context_qa,eager,ok,eos,google_natural_questions,-4375611106744827315,7c5f528d52da476cc89c,3578,3578,256,103,18e935c91c534f8b333f,1,0,0.40234375,42026855,0.0639910003883414,5.315628999596811,5.379619999985152,0.1191359981894493,559.4811401367188,0.1000120000753668,566.0657790003825,1843.0352954864504,1860.7457819998672,18.06897348516128,18.001407623291016,18.83927993774414,19.48373914718628,18.24220010783785,18.168260500260654,19.043073000557342,19.65945679982724,2402.516435623169,2426.8115610002496,55.34348704541665,54.81673046727201,477,2.88515853881836,9.3203125,3.993499755859375,9.3203125,2.986567974090576,9.3203125,4.498659610748291,9.3203125,,,long_context_qa,flash,ok,eos,google_natural_questions,-4375611106744827315,7c5f528d52da476cc89c,3578,3578,256,235,fecd559fe003338e6eb8,1,0,0.91796875,42026855,0.0662319999946703,5.283727000005456,5.349959000000126,0.1302399933338165,248.10861206054688,0.0906520000398813,254.32876900003976,3507.981758117676,3545.3180969999494,14.991375034690922,14.83350419998169,16.017817401885985,16.762995071411126,15.150672542735066,14.99225149996164,16.182225349967894,16.919635949968775,3756.090370178223,3799.646865999989,66.70502189998858,66.00254013822087,975,2.88515853881836,6.970703125,3.993499755859375,6.970703125,2.9909300804138184,6.970703125,4.0037360191345215,6.970703125,,,long_context_qa,7c5f528d52da476cc89c,3578,3578,256,42026855,False,False,True,132,2.254984764495746,2.225724526666875,1.2052912720379962,1.204052167082524,0.6386939751469674,1.2052912720379958,11.001579013252915,25.209555741827327,3073-4096
req_0997,long_output,eager,ok,eos,lmsys_chatbot_arena_conversations,68bc02aade184f9280c251f4b29aa89f,68bd621c79600c899d24,61,61,1024,840,cd2547c2963f33d9744b,1,0,0.8203125,42026997,0.069470999733312,0.3256870004406664,0.3951580001739785,0.1425600051879882,20.15318489074707,0.0308810003843973,21.20224300051632,15041.039701461792,15179.69005499981,17.927341718071265,17.84716796875,18.8343111038208,19.404345664978027,18.09253923003522,18.00533700043161,19.01470199945834,19.59361959945454,15061.19288635254,15200.892298000326,55.78071839797486,55.27122075352615,3194,2.88515853881836,9.3203125,2.904052257537842,9.3203125,2.909489631652832,9.3203125,2.9151830673217773,9.3203125,,,long_output,flash,ok,length,lmsys_chatbot_arena_conversations,68bc02aade184f9280c251f4b29aa89f,68bd621c79600c899d24,61,61,1024,1024,a53080b887757625988c,0,1,1.0,42026997,0.0576110001020424,0.2733149999585293,0.3309260000605718,0.139615997672081,18.08880043029785,0.0322700000197073,19.258561000015103,15216.73759651184,15368.907736999972,14.874621306463188,14.77513599395752,15.690438652038573,16.166427345275878,15.023339790811423,14.92488400003822,15.847448999977589,16.320562240046,15234.82639694214,15388.166297999987,67.22860228821348,66.5629605893965,3484,2.88515853881836,6.970703125,2.904052257537842,6.970703125,2.91440486907959,6.970703125,2.920098304748535,6.970703125,,,long_output,68bd621c79600c899d24,61,61,1024,42026997,False,False,False,184,1.1141250061552714,1.1009256091615407,1.2052301264491108,1.2042954151313932,0.9878299989502972,1.2052301264491108,-0.1686081907464443,25.209555741827327,<=128
req_0774,document_qa,eager,ok,eos,google_natural_questions,-489671651767600785,b0f4ac1d4edb3a000a61,1871,1871,256,13,4c9752363fe2173eb358,1,0,0.05078125,42026774,0.0650909996693371,3.2540669999434613,3.3191579996127984,0.1372160017490387,217.1717834472656,0.0988720003078924,221.37637000014365,218.9656276702881,221.24126699964108,18.247135639190677,18.16555118560791,19.452103328704837,19.813748302459715,18.433682166687504,18.358403499860287,19.6757000001071,20.098557600204003,436.1374111175537,442.6176369997848,54.8031219679339,54.2394290302969,50,2.88515853881836,9.3203125,3.4646472930908203,9.3203125,2.935766696929932,9.3203125,3.4765114784240723,9.3203125,,,document_qa,flash,ok,eos,google_natural_questions,-489671651767600785,b0f4ac1d4edb3a000a61,1871,1871,256,14,e13850901c6f62919b1d,1,0,0.0546875,42026774,0.0646309999865479,3.206515999977455,3.271146999964003,0.1180159971117973,126.66143798828124,0.0673609999921609,130.66121100007422,193.1386890411377,195.1627749999716,14.856822233933668,14.90492820739746,15.35791358947754,15.412011642456054,15.00862261538644,15.035885999964194,15.552483000055872,15.610318199987889,319.80012702941895,325.8239860000458,67.30914486652156,66.61106350840673,53,2.88515853881836,6.970703125,3.4646472930908203,6.970703125,2.935793399810791,6.970703125,3.4703402519226074,6.970703125,,,document_qa,b0f4ac1d4edb3a000a61,1871,1871,256,42026774,False,False,True,1,1.7145848562635015,1.6942776536796211,1.2281990961373541,1.228206121179287,1.3584562709257464,1.2281990961373537,0.17751204159009992,25.209555741827327,1025-2048
req_0712,document_qa,eager,ok,eos,google_natural_questions,-6688648318220484465,dc0e39a405dcdf96984b,1430,1430,256,193,48bb9b6092a54404b947,1,0,0.75390625,42026712,0.0651809996270458,2.423320000161766,2.488500999788812,0.151296004652977,148.93772888183594,0.0615310000284807,152.23954200064327,3451.666389465332,3483.1301089998306,17.977429111798603,17.893887519836426,18.839273262023926,19.24752464294433,18.141108843749976,18.05956249972951,19.023791949985025,19.419193860521773,3600.604118347168,3635.369651000474,55.6253062538124,55.12283319646999,680,2.88515853881836,9.3203125,3.3280601501464844,9.3203125,2.9287900924682617,9.3203125,3.33646297454834,9.3203125,,,document_qa,flash,ok,eos,google_natural_questions,-6688648318220484465,dc0e39a405dcdf96984b,1430,1430,256,234,b6bce940c303a2608a6e,1,0,0.9140625,42026712,0.0737609999532651,1.931959999978972,2.0057209999322367,0.1267520040273666,99.56784057617188,0.0593420000996047,102.26549300000444,3465.354335784912,3500.412677999975,14.872765389634816,14.77734375,15.57333755493164,16.418025512695316,15.023025952789466,14.935124000089672,15.73237399993559,16.582943839930525,3564.922176361084,3602.67817099998,67.2369914943272,66.56358019281566,828,2.88515853881836,6.970703125,3.3280601501464844,6.970703125,2.929884910583496,6.970703125,3.3337531089782715,6.970703125,,,document_qa,dc0e39a405dcdf96984b,1430,1430,256,42026712,False,False,True,41,1.4958417097325203,1.48866971189037,1.2087482482798728,1.2075535847943832,1.0090742160273005,1.208748248279873,0.08121971053598465,25.209555741827327,1025-2048
req_0233,short_interactive,eager,ok,length,lmsys_chatbot_arena_conversations,7830c86acce94957a8ce3329eb9bda46,eb048bb3b074d9076366,53,53,256,256,61fe06c9af74db837bf3,0,1,1.0,42026233,0.0697819996275939,0.3062759997192188,0.3760579993468127,0.1302399933338165,20.086559295654297,0.0387310001315199,21.09337999991112,4548.313478469849,4589.49394299998,17.8365234449798,17.746496200561523,18.78368911743164,19.353290748596194,17.997877301961267,17.91321600012452,18.970301300032588,19.51984858033029,4568.400037765503,4610.587322999891,56.06473722778394,55.56168134592114,1114,2.88515853881836,9.3203125,2.902200222015381,9.3203125,2.893671989440918,9.3203125,2.907893180847168,9.3203125,,,short_interactive,flash,ok,length,lmsys_chatbot_arena_conversations,7830c86acce94957a8ce3329eb9bda46,eb048bb3b074d9076366,53,53,256,256,e9008d39eaf50a4069aa,0,1,1.0,42026233,0.0804420000122263,0.3630580000617556,0.4435000000739819,0.1309439986944198,16.22550392150879,0.0375109999595224,17.39115399993807,3769.073410987854,3807.287578,14.780680043089625,14.738431930541992,15.454310798645018,15.86794490814209,14.930409756862794,14.882833000001485,15.62178670000094,16.010558459959157,3785.298914909363,3824.6787319999385,67.6558857295289,66.97681611273336,1277,2.88515853881836,6.970703125,2.902200222015381,6.970703125,2.893671989440918,6.970703125,2.907893180847168,6.970703125,,,short_interactive,eb048bb3b074d9076366,53,53,256,42026233,False,True,True,0,1.2379621238775351,1.2128798353453851,1.2067457920056166,1.205450995321043,1.205483557200371,1.2067457920056166,0.0,25.209555741827327,<=128
