request_id,workload_category,source,source_id,source_license,prompt_hash,question_hash,input_tokens,max_new_tokens,has_document_context
req_0036,short_interactive,lmsys_chatbot_arena_conversations,ad930e3a1f02430792697345951f7c13,CC-BY-4.0 (user prompts),4d92939adb1d148dbee8,,36,256,False
req_0037,short_interactive,lmsys_chatbot_arena_conversations,52c83b17d9734d6bb8b0c1939dedcff7,CC-BY-4.0 (user prompts),ab1016b3566425cf19a8,,36,256,False
req_0038,short_interactive,lmsys_chatbot_arena_conversations,216428e8c1f448669b3743a16d1c1573,CC-BY-4.0 (user prompts),e61f57af6b3948ba529b,,36,256,False
req_0039,short_interactive,lmsys_chatbot_arena_conversations,fabaefca92e342b497fd64955850f757,CC-BY-4.0 (user prompts),c82cd165ac22e6465442,,36,256,False
req_0040,short_interactive,lmsys_chatbot_arena_conversations,5fe3d26811af43af99ffc1739de7ad33,CC-BY-4.0 (user prompts),234dc18e6a52ff6ce865,,36,256,False
req_0041,short_interactive,lmsys_chatbot_arena_conversations,74721603a226487aa7833423dbedb8c5,CC-BY-4.0 (user prompts),5b85661b0ae18f0a0daf,,36,256,False
req_0042,short_interactive,lmsys_chatbot_arena_conversations,3aa1c335bc634f5f82cb343e6f3a207a,CC-BY-4.0 (user prompts),679795139f5c9c6bf714,,36,256,False
req_0043,short_interactive,lmsys_chatbot_arena_conversations,2506f8ae00494b68adbd32b890807ffc,CC-BY-4.0 (user prompts),3b15597f98ed8644e47e,,36,256,False
req_0044,short_interactive,lmsys_chatbot_arena_conversations,7b778ec8a7904c6a9e971ba10a703139,CC-BY-4.0 (user prompts),58ac57d8e8d028aba430,,36,256,False
req_0045,short_interactive,lmsys_chatbot_arena_conversations,e289be6a5309476587e5b7aa3b55693f,CC-BY-4.0 (user prompts),7222a0f7b94c02bf2654,,36,256,False
req_0046,short_interactive,lmsys_chatbot_arena_conversations,48c81a7127c24829b9a6d750dd6efbcf,CC-BY-4.0 (user prompts),e12e49135ce1f90c41b8,,36,256,False
req_0047,short_interactive,lmsys_chatbot_arena_conversations,4a23e1c8580e45f8adb91683ece3783d,CC-BY-4.0 (user prompts),f2e4f2749e90be11f8a6,,36,256,False
req_0048,short_interactive,lmsys_chatbot_arena_conversations,14ff657a29ab4ab5bdcd676bdc3cc287,CC-BY-4.0 (user prompts),9eaf1317fa08fda96de5,,36,256,False
req_0049,short_interactive,lmsys_chatbot_arena_conversations,35e296de127f4d4a8d08728c122c86ce,CC-BY-4.0 (user prompts),f2aeec499ad977330b09,,36,256,False
req_0050,short_interactive,lmsys_chatbot_arena_conversations,3acc4e132f1d44f389bd399c9bbf34ef,CC-BY-4.0 (user prompts),c7eded152f4ce3390b2c,,36,256,False
req_0051,short_interactive,lmsys_chatbot_arena_conversations,318727f9cf1a4788bebd731085a73ab5,CC-BY-4.0 (user prompts),9fb81d395ac718b7ced1,,36,256,False
req_0052,short_interactive,lmsys_chatbot_arena_conversations,a0f975d7825a42b0bc349fdf587fe542,CC-BY-4.0 (user prompts),2b3f7c46c11ccccf57b8,,36,256,False
req_0053,short_interactive,lmsys_chatbot_arena_conversations,314877ba71404cbb9ed410d8b555430f,CC-BY-4.0 (user prompts),7b44642150d8f5994c20,,36,256,False
req_0054,short_interactive,lmsys_chatbot_arena_conversations,ea299dc5f48a4a2f893008a85cbddb03,CC-BY-4.0 (user prompts),7bdaf4f5eb4e160263d3,,37,256,False
req_0055,short_interactive,lmsys_chatbot_arena_conversations,be5f41bf8fc348abbc1a2388be5b999a,CC-BY-4.0 (user prompts),872cf98960ec02a20262,,37,256,False
req_0056,short_interactive,lmsys_chatbot_arena_conversations,dd2a1dc4835847a1b05c5078bb107927,CC-BY-4.0 (user prompts),d1a098ac7829ff4934ea,,37,256,False
req_0057,short_interactive,lmsys_chatbot_arena_conversations,1c48b332f0e2414d8182cbf564ca199a,CC-BY-4.0 (user prompts),0c66537c467bc7cc20ee,,37,256,False
req_0058,short_interactive,lmsys_chatbot_arena_conversations,bacf3c1ef25b4a8da5a2b6d4f09181bc,CC-BY-4.0 (user prompts),111c10184496e6d277aa,,37,256,False
req_0059,short_interactive,lmsys_chatbot_arena_conversations,a78e715b837c4ac2a01ca6ac9625a903,CC-BY-4.0 (user prompts),1c3d6c81987eb7c1ba0e,,37,256,False
req_0060,short_interactive,lmsys_chatbot_arena_conversations,7bde9807a46b4d8f86a29508cfc5978e,CC-BY-4.0 (user prompts),16236515cb35a7cccf06,,37,256,False
req_0061,short_interactive,lmsys_chatbot_arena_conversations,586377b1c327434e8b05f40207d6c690,CC-BY-4.0 (user prompts),e8e04ca93c78a79a2b6b,,37,256,False
req_0062,short_interactive,lmsys_chatbot_arena_conversations,bc5bc0b1816c41aca751f1bc5ecf5cd9,CC-BY-4.0 (user prompts),e0babadaea54fb43e81f,,37,256,False
req_0063,short_interactive,lmsys_chatbot_arena_conversations,e82749bae61f474fa9168eda1cdce285,CC-BY-4.0 (user prompts),980bb521e2cd231882fa,,37,256,False
req_0064,short_interactive,lmsys_chatbot_arena_conversations,ad7b512782154cf1972f1388a1b552fd,CC-BY-4.0 (user prompts),b2287dcaae0d5a560d1a,,37,256,False
req_0065,short_interactive,lmsys_chatbot_arena_conversations,adeee3b003ec46b799b988320800e468,CC-BY-4.0 (user prompts),c010ccb1a28ae126f08a,,37,256,False
req_0066,short_interactive,lmsys_chatbot_arena_conversations,328d3ab8dc03436684da4cb5de6e22c2,CC-BY-4.0 (user prompts),86dc6c549df09207325d,,37,256,False
req_0067,short_interactive,lmsys_chatbot_arena_conversations,527dacfbbbdf4f18a504a5bd8f5625a4,CC-BY-4.0 (user prompts),c6bdc5737a1ed357b2e8,,37,256,False
req_0068,short_interactive,lmsys_chatbot_arena_conversations,fcc7a39bb6184f0992343b136dcdec5d,CC-BY-4.0 (user prompts),2ec2ec98abbfd6423a4d,,37,256,False
req_0069,short_interactive,lmsys_chatbot_arena_conversations,c023bb0197c74dc48e1aef695609994e,CC-BY-4.0 (user prompts),a565b435db3299de3620,,37,256,False
req_0070,short_interactive,lmsys_chatbot_arena_conversations,aec4c5bb2c0a4cc68be2a1a93a710ec8,CC-BY-4.0 (user prompts),b2c1957fe841f97a372f,,37,256,False
req_0071,short_interactive,lmsys_chatbot_arena_conversations,938cb6f99b0a4c05893c9316dd565db0,CC-BY-4.0 (user prompts),519f8d66f5d60e1fb1e6,,37,256,False
req_0072,short_interactive,lmsys_chatbot_arena_conversations,89972b3ab2124bbb9ac636a76fa95cd2,CC-BY-4.0 (user prompts),14414fd453bc3f9547d9,,37,256,False
req_0073,short_interactive,lmsys_chatbot_arena_conversations,2302d8b11d9e4285a102f02d1c6cc01d,CC-BY-4.0 (user prompts),1bf3ed525a567e49d60f,,37,256,False
req_0074,short_interactive,lmsys_chatbot_arena_conversations,625671c99d6d4cf3984165ca9b11c410,CC-BY-4.0 (user prompts),0d885d0e8f8d050e22e3,,37,256,False
req_0075,short_interactive,lmsys_chatbot_arena_conversations,b6e0369b3f974d38b7beb8a4dd0492d7,CC-BY-4.0 (user prompts),2e4b50c5f39e9d81fbbf,,37,256,False
req_0076,short_interactive,lmsys_chatbot_arena_conversations,9378dbc7109a46b09cb4773880c4be4a,CC-BY-4.0 (user prompts),c93305ea6d677e08a9b6,,37,256,False
req_0077,short_interactive,lmsys_chatbot_arena_conversations,08f43445a3cd46db9321759d1a920864,CC-BY-4.0 (user prompts),f014d3f7394d28c7d981,,37,256,False
req_0078,short_interactive,lmsys_chatbot_arena_conversations,4a4fc1587d97451480c598ed8eade828,CC-BY-4.0 (user prompts),9cd3754affef40c14325,,37,256,False
req_0079,short_interactive,lmsys_chatbot_arena_conversations,baa30249b70b491b9828a6c62eb410e7,CC-BY-4.0 (user prompts),53595f9064351e8e8864,,37,256,False
req_0080,short_interactive,lmsys_chatbot_arena_conversations,bf5ecdbc56aa42c6a62cea16a2267609,CC-BY-4.0 (user prompts),c95971f5ce2f64b1280d,,37,256,False
req_0081,short_interactive,lmsys_chatbot_arena_conversations,df41a0e5bc6c4c50a3a2c04f9c8c75ec,CC-BY-4.0 (user prompts),2301b227cdefb99a0290,,37,256,False
req_0082,short_interactive,lmsys_chatbot_arena_conversations,22902a2141ba483fb8925ae727f21a6c,CC-BY-4.0 (user prompts),0be65900cc191aaae82b,,38,256,False
req_0083,short_interactive,lmsys_chatbot_arena_conversations,b9e59bcbdd3942dcaa553416da044696,CC-BY-4.0 (user prompts),7783f8448803fb0c8ca1,,38,256,False
req_0084,short_interactive,lmsys_chatbot_arena_conversations,ef0baccaec1440c686903f5298f74b0e,CC-BY-4.0 (user prompts),4532a867dc733571f714,,38,256,False
req_0085,short_interactive,lmsys_chatbot_arena_conversations,c8ff2022edb34d1aa3e3d6285a690df7,CC-BY-4.0 (user prompts),4f780a6b7edffb282896,,38,256,False
req_0086,short_interactive,lmsys_chatbot_arena_conversations,cf13ce6d49594c608da5f07fe8c2dd31,CC-BY-4.0 (user prompts),1dcd5d55dcb54446a62d,,38,256,False
req_0087,short_interactive,lmsys_chatbot_arena_conversations,179d0779f20f438ba93ab324515648da,CC-BY-4.0 (user prompts),5a010e3a199121b18de6,,38,256,False
req_0088,short_interactive,lmsys_chatbot_arena_conversations,9c48211fb66b435484fd13e135a75cac,CC-BY-4.0 (user prompts),2d2633bbab637ca0fe06,,38,256,False
req_0089,short_interactive,lmsys_chatbot_arena_conversations,90af72025b2943babcd1e5d1815cf16c,CC-BY-4.0 (user prompts),5511068a3227ca506e82,,38,256,False
req_0090,short_interactive,lmsys_chatbot_arena_conversations,ffd692835fbb4e6baf2d24aebdac8080,CC-BY-4.0 (user prompts),43784d3e5ee530572ba4,,38,256,False
req_0091,short_interactive,lmsys_chatbot_arena_conversations,30a9b92831fe4185bc75f8b1ed965823,CC-BY-4.0 (user prompts),06d2df96a434ee0fcc4d,,38,256,False
req_0092,short_interactive,lmsys_chatbot_arena_conversations,e53522aeb0954d3cb829ec50d1a1de74,CC-BY-4.0 (user prompts),f6346600b30435463c67,,38,256,False
req_0093,short_interactive,lmsys_chatbot_arena_conversations,fd641d1e44d94276b182e94d7d498c87,CC-BY-4.0 (user prompts),ebe5e31ef6cd8ff02b6f,,38,256,False
req_0094,short_interactive,lmsys_chatbot_arena_conversations,f244161f6ea64debb1c32771df32d67c,CC-BY-4.0 (user prompts),ea6c62a819542aa40ec2,,38,256,False
req_0095,short_interactive,lmsys_chatbot_arena_conversations,b50a8f5724b74c6592afa9a4d6059c71,CC-BY-4.0 (user prompts),088c40f593606be6fbeb,,38,256,False
req_0096,short_interactive,lmsys_chatbot_arena_conversations,a998f37eb9ff47fda805e00492658644,CC-BY-4.0 (user prompts),048b43dfcd85ef5ac2d1,,38,256,False
req_0097,short_interactive,lmsys_chatbot_arena_conversations,9b1f543a53804a6a9f6e367d5fd7db3b,CC-BY-4.0 (user prompts),7cc8ac54ec42af8f2881,,38,256,False
req_0098,short_interactive,lmsys_chatbot_arena_conversations,d473f31c523145a695b67d8cfd768427,CC-BY-4.0 (user prompts),74376d39928321cb0de6,,38,256,False
req_0099,short_interactive,lmsys_chatbot_arena_conversations,84eaa6ad1fe6444393de586ddf1509b4,CC-BY-4.0 (user prompts),f0ba7829e6b9bf128bf7,,38,256,False
req_0100,short_interactive,lmsys_chatbot_arena_conversations,ae25ded6795c431d96a7c3606fc2327d,CC-BY-4.0 (user prompts),9b4669feb05866372d18,,39,256,False
req_0101,short_interactive,lmsys_chatbot_arena_conversations,4b84aba0d3b648ffbdacd9144544a1f5,CC-BY-4.0 (user prompts),9593ed1f5c41f1bd5771,,39,256,False
req_0102,short_interactive,lmsys_chatbot_arena_conversations,8777c4945d85469d96cd26fc2ea6f64a,CC-BY-4.0 (user prompts),b5c07fa4fd709a07ec44,,39,256,False
req_0103,short_interactive,lmsys_chatbot_arena_conversations,81ded89212f142bc80d35fd23ec9f3a6,CC-BY-4.0 (user prompts),59151d85030a8f0ac59e,,39,256,False
req_0104,short_interactive,lmsys_chatbot_arena_conversations,33e12da50c684cbdb579667cf01952bd,CC-BY-4.0 (user prompts),5d8e0797a5768269da84,,39,256,False
req_0105,short_interactive,lmsys_chatbot_arena_conversations,30ee691dace142cdb5ce8154de53f1d0,CC-BY-4.0 (user prompts),0c7aaaad5cb71e4a40e0,,39,256,False
req_0106,short_interactive,lmsys_chatbot_arena_conversations,15ee9c6202a944eab6671bafd713fe63,CC-BY-4.0 (user prompts),427b7e4bb441022ecd90,,39,256,False
req_0107,short_interactive,lmsys_chatbot_arena_conversations,0fca79ca136746a69ab3c97fd040d34d,CC-BY-4.0 (user prompts),34285fedd2e54302d417,,39,256,False
req_0108,short_interactive,lmsys_chatbot_arena_conversations,d7f1973ca6f846b488add417c3940dea,CC-BY-4.0 (user prompts),f1dd2f4ab32d78968a23,,39,256,False
req_0109,short_interactive,lmsys_chatbot_arena_conversations,f2eed5708a614e038e50b4c0b265f9d2,CC-BY-4.0 (user prompts),4b83e52b93b83b81c792,,39,256,False
req_0110,short_interactive,lmsys_chatbot_arena_conversations,f83770f13294476996f25b8008b90ecf,CC-BY-4.0 (user prompts),ab4290522b7a979adae3,,39,256,False
req_0111,short_interactive,lmsys_chatbot_arena_conversations,47979611e4074dd79581fa3d3dfa91b6,CC-BY-4.0 (user prompts),b413fbbed76832b7a014,,39,256,False
req_0112,short_interactive,lmsys_chatbot_arena_conversations,fbe840717f914b6c851be9b8180ba05e,CC-BY-4.0 (user prompts),0c6c085ba6a840bbee64,,39,256,False
req_0113,short_interactive,lmsys_chatbot_arena_conversations,0a33709ae54e42d8a1a439068d9dac1d,CC-BY-4.0 (user prompts),6f3d69358f2d3054debd,,39,256,False
req_0114,short_interactive,lmsys_chatbot_arena_conversations,9ac33d0578154550b39a5c1b3a07454b,CC-BY-4.0 (user prompts),4342e07d11d5d0606259,,39,256,False
req_0115,short_interactive,lmsys_chatbot_arena_conversations,75c8920115174bff8cc4d19a0ba4d032,CC-BY-4.0 (user prompts),e5993a5237384de08e7d,,39,256,False
req_0116,short_interactive,lmsys_chatbot_arena_conversations,e21e264f1e1743439df53591651eb279,CC-BY-4.0 (user prompts),990bd1f63cbf822a81f2,,39,256,False
req_0117,short_interactive,lmsys_chatbot_arena_conversations,8f0d1a83631f46c3a03219a6db4f0015,CC-BY-4.0 (user prompts),552e3bc4249c63ebc1c1,,39,256,False
req_0118,short_interactive,lmsys_chatbot_arena_conversations,e033cb1ba9474589b46c1375292d9a5b,CC-BY-4.0 (user prompts),ae919b532bc426fb57b8,,40,256,False
req_0119,short_interactive,lmsys_chatbot_arena_conversations,637d91347db54c7e8c3767d87dd7edde,CC-BY-4.0 (user prompts),2f05fbea816a04fb5690,,40,256,False
req_0120,short_interactive,lmsys_chatbot_arena_conversations,a4eb5a50b4ea4c468b6cb22912ec5a40,CC-BY-4.0 (user prompts),ef3f8bc4890f545b78a4,,40,256,False
req_0121,short_interactive,lmsys_chatbot_arena_conversations,f477a2c3dd3b42d8b1a94407d4e65814,CC-BY-4.0 (user prompts),339e57ec31bb9e35ebc0,,40,256,False
req_0122,short_interactive,lmsys_chatbot_arena_conversations,ac54fa370b7f4aa5b40dc96dccc77922,CC-BY-4.0 (user prompts),998289f984d9c815e3c5,,40,256,False
req_0123,short_interactive,lmsys_chatbot_arena_conversations,1d4ffe95fe384fba812e358bfaae8b96,CC-BY-4.0 (user prompts),149128c41959671c2e9d,,40,256,False
req_0124,short_interactive,lmsys_chatbot_arena_conversations,5b318b5b440f4d4daedbc4263f1df8c5,CC-BY-4.0 (user prompts),3e5bb9d6b44b29682fa9,,40,256,False
req_0125,short_interactive,lmsys_chatbot_arena_conversations,9c1d2f93da324000b905fbefbe02011a,CC-BY-4.0 (user prompts),e0de8bb8be62b1c6ac52,,40,256,False
req_0126,short_interactive,lmsys_chatbot_arena_conversations,dcacee2c349545eab234d3cbd3f4f389,CC-BY-4.0 (user prompts),db4447285f0643b8c499,,40,256,False
req_0127,short_interactive,lmsys_chatbot_arena_conversations,a380fd64ebf44a49a9b81e733a905dc1,CC-BY-4.0 (user prompts),528d37307e3c8fa5d886,,40,256,False
req_0128,short_interactive,lmsys_chatbot_arena_conversations,b0432b57c2294f3296e89526b739b0e5,CC-BY-4.0 (user prompts),af4ecd5a141ae72b97d2,,40,256,False
req_0129,short_interactive,lmsys_chatbot_arena_conversations,0720ee08979240259e37b98a12d3b86e,CC-BY-4.0 (user prompts),11897c314fcfad6ac870,,40,256,False
req_0130,short_interactive,lmsys_chatbot_arena_conversations,82ce5531e8e54bce9abf8b14ea1cf307,CC-BY-4.0 (user prompts),8842ae6e1eb1771dde85,,40,256,False
req_0131,short_interactive,lmsys_chatbot_arena_conversations,ab64c85262394cfd91968deaf88a8978,CC-BY-4.0 (user prompts),bcbf77d15595ab065bec,,41,256,False
req_0132,short_interactive,lmsys_chatbot_arena_conversations,811afad4c35a4c1683e2aba6f1fcb427,CC-BY-4.0 (user prompts),079959650762fdc8a93b,,41,256,False
req_0133,short_interactive,lmsys_chatbot_arena_conversations,57d5537ac8714e7196124f06c729954e,CC-BY-4.0 (user prompts),953b53224b3c729d3716,,41,256,False
req_0134,short_interactive,lmsys_chatbot_arena_conversations,709c75f98ef044babcb57fbf227aa7e8,CC-BY-4.0 (user prompts),b2b24f4bc1e2a272f050,,41,256,False
req_0135,short_interactive,lmsys_chatbot_arena_conversations,37b7b565f7554b7fad43e1ad9f2f2fc2,CC-BY-4.0 (user prompts),33fcc1dd2440ec6e0027,,41,256,False
req_0136,short_interactive,lmsys_chatbot_arena_conversations,a9500255bd0b4d4cbf483bea5f89d580,CC-BY-4.0 (user prompts),9c4c0f7e456b5df71d9d,,41,256,False
req_0137,short_interactive,lmsys_chatbot_arena_conversations,24a6360e1d3a47b4b5a89e908c102f0b,CC-BY-4.0 (user prompts),62588c0b6bd50fd87b0f,,41,256,False
req_0138,short_interactive,lmsys_chatbot_arena_conversations,431653a6acaf4ed3b550ea3ee7cd4772,CC-BY-4.0 (user prompts),509aeba3e4e7db12f9e1,,41,256,False
req_0139,short_interactive,lmsys_chatbot_arena_conversations,faa8f32913b447dcb6ad1383f51b4c29,CC-BY-4.0 (user prompts),6ce3409c09a7ee683a45,,41,256,False
req_0140,short_interactive,lmsys_chatbot_arena_conversations,13b5a147f83942aca7f1b8ae75b70086,CC-BY-4.0 (user prompts),944bb71ab8d726334bbb,,41,256,False
req_0141,short_interactive,lmsys_chatbot_arena_conversations,6985d4c2d5bd49948aa18a796a68892e,CC-BY-4.0 (user prompts),4c6f207d9634d7198992,,41,256,False
req_0142,short_interactive,lmsys_chatbot_arena_conversations,eb150be09c7e4e8a9470dc9741df6fa1,CC-BY-4.0 (user prompts),043e191063b95b9d6cf0,,41,256,False
req_0143,short_interactive,lmsys_chatbot_arena_conversations,8bb696cd65c1474b891b7b4580095587,CC-BY-4.0 (user prompts),ddf8ba3fd0ccae2eb6a0,,41,256,False
req_0144,short_interactive,lmsys_chatbot_arena_conversations,a1bf9d73f8b34a5aa023804477f8b695,CC-BY-4.0 (user prompts),92314128c419e2c5e560,,42,256,False
req_0145,short_interactive,lmsys_chatbot_arena_conversations,aa379448b4dc4d5b94e80150a44be50c,CC-BY-4.0 (user prompts),57eab554415d5e3c5d26,,42,256,False
req_0146,short_interactive,lmsys_chatbot_arena_conversations,0fa8706f327b44e1b7b79bcbc1206f47,CC-BY-4.0 (user prompts),bec2bf5bb481957a459e,,42,256,False
req_0147,short_interactive,lmsys_chatbot_arena_conversations,85d87d795b1b496bbba61cb3eec0e4b9,CC-BY-4.0 (user prompts),106ed1515c048be2749e,,42,256,False
req_0148,short_interactive,lmsys_chatbot_arena_conversations,ad9017c1ade643888d09d6c9441215c0,CC-BY-4.0 (user prompts),3d0728a2633305073da0,,42,256,False
req_0149,short_interactive,lmsys_chatbot_arena_conversations,57e9c1a706b04ebda6680f9d489c0b87,CC-BY-4.0 (user prompts),12099708641df4c8500f,,42,256,False
req_0150,short_interactive,lmsys_chatbot_arena_conversations,b200ef7b5d644bd5ba5313eaa73ec32c,CC-BY-4.0 (user prompts),274595049b5b00b1768a,,42,256,False
req_0151,short_interactive,lmsys_chatbot_arena_conversations,7632e6e219ba480d8162819d9b309538,CC-BY-4.0 (user prompts),40c65c6e899a59d85735,,42,256,False
req_0152,short_interactive,lmsys_chatbot_arena_conversations,eed93970c9e14eb183d3fcc35e7f36a1,CC-BY-4.0 (user prompts),6f03f050a033234f8242,,42,256,False
req_0153,short_interactive,lmsys_chatbot_arena_conversations,9055e55969214303a3eb60742c7584cb,CC-BY-4.0 (user prompts),1508ee2237f43cd468a6,,42,256,False
req_0154,short_interactive,lmsys_chatbot_arena_conversations,9a441383ef5342bc910176821d6b6dc4,CC-BY-4.0 (user prompts),7fa089bc30bc92dcc27a,,42,256,False
req_0155,short_interactive,lmsys_chatbot_arena_conversations,6322c019e21e437987e32cf53e101f73,CC-BY-4.0 (user prompts),693f51f0175b909414ee,,42,256,False
req_0156,short_interactive,lmsys_chatbot_arena_conversations,27b49dd1e35046468d3b48544d436e28,CC-BY-4.0 (user prompts),ac6c380abc6a2c9df2e9,,42,256,False
req_0157,short_interactive,lmsys_chatbot_arena_conversations,363c72b44f8d4bf08cb9c517b3b1a2af,CC-BY-4.0 (user prompts),72fef997b1cd518ac909,,42,256,False
req_0158,short_interactive,lmsys_chatbot_arena_conversations,ad1b6a10f7e545d4ba264bbca5b5f82a,CC-BY-4.0 (user prompts),f88c02dd71a5a52fd317,,42,256,False
req_0159,short_interactive,lmsys_chatbot_arena_conversations,270d56ad8eb5479b8586f5b22bb3d7db,CC-BY-4.0 (user prompts),3c09846dcbe59367a068,,42,256,False
